Iteration	Posterior	Likelihood	Prior	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	t[105]	t[106]	t[107]	t[108]	t[109]	turnover
128200	-5990.815	-4549.039	-1441.776	0.000755419	0.001899317	0.1589577	0.001354672	9	627.6622	0.160857	482.243	411.339	412.749	412.187	398.391	401.391	395.203	395.479	394.386	399.427	396.618	398.845	396.874	393.408	391.688	392.707	390.826	388.478	386.804	389.021	385.942	385.664	383.114	377.881	373.857	368.704	370.263	369.511	375.014	359.323	352.454	308.725	290.955	281.191	283	281.064	283.578	284.164	281.569	281.312	282.469	283.047	283.539	282.019	281.378	281.753	274.169	275.334	269.52	266.899	267.511	266.732	254.497	254.175	249.898	213.3	208.744	209.716	205.862	202.585	204.654	176.431	173.504	111.164	111.101	87.8351	77.4927	40.5994	33.4418	63.7282	210.16	211.906	208.947	243.231	239.014	281.744	287.781	293.254	291.14	313.619	333.76	334.961	339.875	350.592	370.639	374.97	375.172	377.76	380.534	380.782	376.901	387.49	401.986	403.207	403.318	397.443	399.1	401.902	403.441	393.5	420.343	432.905	426.24	475.31	470.543	475.669	473.988	479.617	475.802	0.9881925
128300	-6033.772	-4584.424	-1449.348	0.0007505543	2.974511e-05	0.1579679	0.001795287	6	628.1566	0.1579977	469.414	411.339	418.272	412.122	389.404	399.902	395.686	395.457	397.311	397.977	397.506	396.223	396.702	389.682	392.738	391.969	391.25	387.597	388.408	387.249	388.471	387.524	381.481	376.688	374.262	371.069	371.829	372.699	370.731	358.395	351.155	300.639	290.935	281.857	283	281.592	283.506	281.672	284.486	281.418	281.454	284.678	284.085	281.967	281.624	282.154	274.874	275.699	271.322	263.985	267.117	267.052	255.616	255	245.472	215.738	211.407	211.209	202.855	202.258	201.773	184.988	174.697	114.31	111.115	86.4869	77.1246	38.3125	34.7905	60.1643	209.859	210.886	212.555	242.36	238.673	281.984	272.1	294.621	294.874	315.723	335.719	332.61	334.937	349.813	370.674	372.665	375.23	379.44	377.48	383.624	382.721	386.036	403.546	402.161	403.233	400.077	402.078	400.969	400.613	393.5	423.45	433.029	432.053	474.404	476.748	475.185	476.772	480.691	476.132	0.9998117
128400	-6005.808	-4549.256	-1456.552	0.000653231	-0.001363105	0.1820234	0.001164301	9	629.2287	0.1806603	477.286	411.339	415.447	412.564	398.459	400.856	397.866	394.54	394.635	386.381	396.637	397.589	399.097	390.311	393.454	392.866	391.083	388.448	386.225	387.188	387.618	387.873	382.813	383.227	376.779	370.514	373.338	374.393	371.992	359.368	351.348	300.395	290.824	281.202	283.959	280.99	284.109	277.454	284.001	283.918	282.3	283.047	283.125	281.388	280.747	280.291	274.121	274.623	272.885	261.967	267.289	266.842	247.467	248.003	246.06	214.058	211.733	208.947	202.887	201.569	207.472	179.06	172.636	113.926	116.151	79.9195	77.5673	40.7194	36.5832	64.9821	208.351	209.598	211.611	241.07	244.409	282.408	271.854	294.815	294.874	314.463	332.952	332.303	339.373	349.801	371.317	371.978	374.115	378.868	379.671	379.148	381.652	388.015	400.102	403.334	400.435	397.053	399.105	402.048	400.63	393.5	421.127	427.559	429.472	475.472	464.691	476.701	476.215	479.818	485.414	1.007545
128500	-6014.055	-4556.966	-1457.089	0.0007147208	-0.0003144105	0.1573044	0.001717315	9	628.9401	0.15699	479.559	411.725	414.431	412.493	398.321	401.768	396.63	393.928	395.892	387.835	398.919	394.618	397.698	389.898	389.973	390.672	390.71	388.448	386.065	386.809	388.598	385.959	384.07	375.308	373.727	373.176	374.913	368.939	368.913	356.315	351.914	310.059	291.069	286.536	283.081	284.327	283.927	275.609	283.35	281.515	284.059	283.575	283.626	281.357	281.023	277.565	274.566	274.845	272.296	262.352	267.533	266.772	251.978	247.024	246.122	216.65	211.949	211.576	207.13	203.145	203.252	188.906	174.153	114.988	113.83	83.3197	76.6589	38.6639	34.6626	63.0355	212.36	211.247	209.964	240.284	243.074	281.444	278.351	293.955	289.516	316.954	331.979	332.358	333.313	350.813	373.138	370.947	376.103	377.607	382.424	383.939	377.069	386.157	401.309	403.4	392.017	397.98	399.441	402.062	401.477	393.5	422.481	428.996	426.194	473.918	472.605	474.249	472.879	479.148	485.918	1.002003
128600	-6012.203	-4550.999	-1461.204	0.0006608023	-0.0007703647	0.1233913	0.002090872	8	627.14	0.1226209	484.162	412.263	411.93	414.628	408.732	403.722	394.934	399.346	395.153	385.684	392.941	397.502	398.85	393.265	390.088	391.02	391.516	387.786	386.568	389.083	388.423	387.399	382.088	377.032	374.01	372.509	375.109	373.585	374.888	354.89	353.707	298.855	289.927	282.018	283.054	283.369	284.796	281.481	284.325	282.423	282.757	283.415	283.316	281.236	281.479	281.557	275.343	274.129	270.925	264.691	267.561	266.612	254.921	247.093	252.067	214.191	212.638	209.654	201.572	207.336	205.687	179.715	174.596	112.145	115.221	80.4893	77.2315	49.247	34.3663	62.0253	209.622	211.909	211.787	238.825	241.554	283.941	278.495	293.579	291.156	318.914	336.548	334.074	336.55	350.697	369.044	370.848	375.593	380.978	381.796	381.985	385.162	388.776	404.58	400.717	401.382	401.738	401.53	401.024	407.394	393.5	423.476	428.9	429.63	474.96	470.583	472.742	473.69	480.224	479.825	1.006282
128700	-6023.606	-4570.587	-1453.019	0.0007154513	9.204993e-05	0.1137856	0.00179036	12	629.3658	0.1138776	483.247	414.865	411.753	412.96	406.616	403.722	395.579	399.418	395.529	397.355	396.137	393.597	398.894	393.363	391.897	392.598	389.004	388.395	385.35	385.473	387.456	387.84	384.098	375.233	373.721	369.333	369.047	372.924	374.045	358.931	352.374	308.846	290.529	281.944	283.003	282.959	284.388	277.949	281.105	282.473	284.186	283.01	284.465	282.094	280.987	276.133	274.312	274.422	271.895	269.248	267.561	267.001	246.199	251.004	250.678	213.334	211.534	209.233	206.768	201.175	201.125	188.128	176.835	112.956	115.302	83.7534	76.1943	45.5172	35.9619	65.6837	210.667	212.449	210.717	242.407	241.483	282.699	284.23	293.228	288.404	316.555	331.125	331.114	338.536	349.845	373.859	368.748	374.4	377.038	381.796	381.574	379.438	388.333	403.214	402.191	395.92	401.195	399.18	402.692	405.867	393.5	421.483	430.278	428.396	474.962	464.93	472.663	475.118	479.459	480.727	0.9991917
128800	-6030.284	-4559.956	-1470.328	0.0006433783	0.000821901	0.1456638	0.001817972	7	629.3271	0.1464857	474.99	412.427	413.153	414.659	409.166	399.736	395.771	396.126	398.646	395.428	393.404	394.659	398.512	391.555	389.285	392.338	391.807	388.643	389.06	385.969	386.468	385.891	374.605	365.328	375.929	369.453	369.977	369.948	373.92	357.01	353.198	308.846	290.895	281.852	283	280.945	283.809	274.243	283.808	279.423	284.464	284.182	283.592	281.955	281.496	282.748	274.442	273.806	271.394	266.536	267.43	266.774	255.883	256.129	252.631	214.847	210.478	210.856	202.623	202.235	201.824	184.409	178.064	116.341	111.479	87.027	76.6791	38.8243	32.1272	66.1295	210.078	212.823	210.715	239.415	241.713	284.451	286.56	295.095	288.404	318.633	332.528	330.971	335.663	349.801	374.267	373.907	376.453	378.271	381.737	384.977	378.401	385.723	400.451	399.501	394.454	401.111	399.719	401.829	405.389	393.5	420.158	426.021	429.672	475.556	465.969	473.67	473.89	479.902	478.524	0.9943892
128900	-6026.262	-4571.922	-1454.34	0.0006859328	0.001258801	0.1120743	0.002041823	8	625.9882	0.1133331	476.914	417.608	417.616	413.772	402.26	401.404	394.231	395.709	397.07	389.367	392.823	397.913	398.512	393.355	390.456	392.377	391.25	388.167	388.847	386.173	385.447	388.899	373.939	380.614	375.338	373.547	375.004	374.374	371.975	354.144	350.297	311.473	291.664	282.214	283	283.559	284.63	276.155	283.922	284.677	280.745	283.353	283.662	281.765	281.494	277.611	274.375	274.739	265.396	266.536	267.162	266.753	252.636	248.881	254.413	214.684	212.26	212.857	203.257	203.158	201.195	176.522	175.303	111.754	113.637	82.4042	78.0189	37.892	35.1693	64.4199	208.182	212.769	211.642	243.813	241.918	284.758	288.186	293.1	296.699	315.098	331.776	332.337	338.665	353.272	368.636	370.244	373.861	379.392	384.626	378.968	383.926	386.876	403.861	403.456	394.454	402.661	399.197	404.284	403.306	393.5	421.247	426.412	430.083	474.709	464.519	473.958	474.456	481.42	485.623	0.9888929
129000	-6032.21	-4582.039	-1450.171	0.0006869111	0.002517652	0.09549992	0.002037965	11	629.5468	0.09801757	484.114	412.899	414.14	414.08	408.298	404.025	393.727	397.536	396.326	389.03	393.234	394.099	397.433	390.538	389.143	392.225	389.743	388.168	388.847	387.729	386.119	386.29	381.306	367.822	373.966	375.076	375.004	371.776	373.717	356.287	350.228	309.538	291.76	280.953	283	281.377	284.412	280.153	281.642	283.98	280.863	283.007	283.766	281.691	280.896	277.611	274.033	273.887	267.272	262.406	267.254	266.792	252.927	248.975	255.421	213.356	211.28	210.753	206.465	206.679	201.527	176.876	175.612	112.814	114.806	83.3152	77.0717	41.205	33.876	65.5318	213.084	208.624	213.277	240.434	244.032	281.162	288.383	293.72	296.85	314.342	332.068	336.493	331.203	350.261	369.934	371.902	375.573	378.584	378.754	378.018	383.216	386.018	400.402	399.704	389.812	404.31	403.332	403.128	408.902	393.5	423.021	431.199	433.086	473.492	463.652	476.028	472.893	479.594	479.027	0.9743143
129100	-6031.12	-4578.745	-1452.376	0.00067383	-0.0004973992	0.1111024	0.002156065	9	628.6354	0.110605	474.37	413.839	417.02	413.582	389.251	402.76	395.038	393.935	398.651	395.586	395.09	399.346	397.424	391.346	391.715	389.633	389.845	385.468	385.525	387.416	385.921	385.722	376.53	371.914	374.355	370.71	371.272	371.623	370.848	356.128	353.621	307.485	292.097	282.411	283	281.13	284.078	278.244	284.017	281.285	283.541	283.052	283.418	281.096	282.454	277.61	273.712	274.528	272.408	265.084	267.254	266.612	252.731	246.857	246.532	213.533	211.65	212.315	204.595	205.192	201.122	174.855	176.076	111.17	114.944	86.7097	75.6707	43.5637	32.8837	64.8115	210.052	208.624	210.604	241.015	245.229	284.579	280.841	294.242	296.563	318.764	331.881	330.914	339.739	350.655	373.85	372.249	375.694	380.304	379.565	378.636	378.988	386.89	400.258	401.266	400.587	398.121	403.885	402.206	406.092	393.5	423.256	429.463	428.631	474.572	463.806	474.271	475.342	480.246	484.801	1.004497
129200	-6018.392	-4560.784	-1457.608	0.0006903071	-0.003080656	0.1466572	0.001548371	8	628.8881	0.1435765	479.169	414.48	413.436	412.653	405.104	402.504	393.834	395.018	395.186	393.703	395.09	397.519	399.489	390.7	389.99	392.953	389.412	388.349	388.862	388.293	387.247	388.134	377.819	374.867	374.588	374.99	373.959	374.224	373.427	355.642	352.773	310.954	290.103	284.795	283.569	282.601	283.26	276.822	284.195	278.561	281.504	283.042	284.218	282.164	281.88	278.332	275.631	274.528	268.372	260.973	267.214	266.641	251.547	252.136	249.467	213.318	212.617	209.049	203.503	203.267	201.657	174.913	176.172	111.109	116.023	80.2456	77.7391	44.5166	34.3298	63.9351	208.879	212.046	209.271	238.897	244.135	283.511	288.731	293.115	293.63	313.594	333.533	335.972	331.76	350.539	374.684	374.452	374.715	376.93	378.239	380.682	380.852	385.477	400.913	401.405	404.514	402.03	403.588	403.33	403.905	393.5	421.308	431.917	429.548	473.255	468.698	475.65	473.118	479.419	483.019	1.021457
129300	-6022.71	-4562.73	-1459.98	0.0006550375	0.0001037074	0.1569758	0.001628794	3	627.2064	0.1570795	475.284	411.569	413.321	413.472	390.399	403.56	398.513	397.805	394.202	398.527	393.956	399.101	398.479	390.291	392.696	390.938	392.09	388.899	388.756	385.451	387.818	386.694	384.748	365.991	375.817	368.7	370.65	372.131	370.927	355.05	349.909	309.717	290.252	282.617	283	283.638	283.221	279.763	283.187	282.915	283.454	283.758	284.104	282.001	281.243	277.255	273.864	273.726	271.622	259.086	267.33	266.832	255.9	245.491	248.438	213.305	212.36	212.95	204.884	201.967	202.137	176.557	177.859	113.724	113.44	80.9651	76.7706	46.2494	32.7177	64.8372	210.964	208.499	208.698	240.71	242.141	284.058	286.045	293.449	293.024	314.09	334.259	331.39	335.865	350.658	369.537	373.939	375.696	381.741	379.076	381.144	382.842	386.763	402.329	403.379	403.32	402.72	399.11	403.907	401.667	393.974	424.475	429.567	427.089	473.881	464.32	474.766	476.337	480.58	485.756	0.9993398
129400	-6010.306	-4550.632	-1459.674	0.0006944791	-0.0006656191	0.1550007	0.001374024	9	623.6874	0.1543351	470.003	412.432	416.878	412.455	408.289	400.908	399.021	399.132	399.358	392.655	394.209	398.92	396.628	393.221	390.305	390.228	390.105	386.647	388.301	385.433	386.4	385.778	382.765	362.105	373.983	372.066	370.537	374.04	371.35	356.085	353.74	304.584	290.098	281.082	283.498	280.904	284.572	280.047	281.147	281.147	284.404	283.421	284.02	282.986	280.993	277.392	275.231	274.606	265.148	251.99	267.478	266.538	248.101	246.122	246.679	213.732	209.775	212.026	203.678	201.246	201.103	174.964	173.193	113.724	114.401	85.9408	77.5303	39.6047	34.4722	66.0323	212.494	213.219	213.126	240.954	239.573	283.548	288.221	294.488	290.525	313.691	333.832	335.854	338.887	350.589	372.802	371.777	375.128	380.07	384.002	382.334	381.237	387.034	400.59	403.407	394.705	398.154	401.75	401.123	403.075	393.661	422.759	427.05	429.753	473.801	467.678	475.825	475.13	480.58	486.404	1.004313
129500	-6033.96	-4571.328	-1462.632	0.0006712859	0.0009003108	0.1417083	0.001776421	5	627.7096	0.1426086	469.218	412.339	414.24	412.318	408.289	401.335	396.72	395.049	393.718	397.908	397.706	398.415	399.318	392.573	390.488	391.257	389.956	389.065	388.091	386.475	386.509	385.559	383.09	364.54	373.983	374.675	368.602	370.082	374.086	358.795	349.966	309.278	291.03	285.727	284.666	282.173	283.547	284.644	281.194	282.698	282.614	284.485	284.606	280.963	282.006	282.899	275.707	274.606	268.619	265.017	267.575	266.85	250.948	248.16	251.075	214.332	208.637	209.225	204.193	201.117	201.102	180.439	175.861	113.724	115.502	84.0597	76.5517	42.856	32.3648	64.5913	210.236	213.079	212.172	238.825	239.403	283.653	282.368	293.229	293.223	317.113	331.774	331.131	334.605	350.177	373.13	373.781	374.176	381.88	380.095	382.609	377.626	388.763	400.568	400.748	396.545	402.144	399.596	402.461	403.474	395.679	424.47	425.356	433.225	476.094	464.981	473.718	476.688	481.802	482.093	0.9936868
129600	-6007.308	-4552.821	-1454.487	0.0006082913	0.002291067	0.148087	0.001872051	8	627.0182	0.150378	482.613	412.339	418.253	412.318	403.35	400.917	396.381	394.647	393.583	393.69	396.172	397.939	396.715	393.486	392.012	390.663	391.373	388.863	385.765	388.759	387.463	387.092	379.16	370.622	375.352	374.219	373.701	374.292	372.426	356.559	349.905	297.885	289.901	282.686	284.426	282.336	284.216	278.224	283.806	283.453	284.37	283.215	283.814	281.377	280.844	281.607	274.947	273.704	270.11	262.814	267.408	266.928	251.546	252.565	246.357	214.728	210.793	208.101	201.92	204.418	203.391	177.039	172.956	111.817	112.749	83.3361	76.3879	42.856	33.4647	65.8018	213.203	210.296	210.32	238.765	243.224	284.111	284.762	293.295	296.493	315.077	332.105	335.586	334.914	351.472	370.816	368.727	375.819	378.21	384.821	381.116	383.218	385.554	399.581	400.275	397.254	401.158	399.102	402.736	406.058	394.432	423.204	429.469	424.779	473.766	465.376	474.962	475.55	479.236	481.379	0.9847646
129700	-6017.095	-4552.231	-1464.865	0.0006751849	0.001550375	0.1608709	0.001323372	7	628.082	0.1624213	484.19	412.109	416.895	414.551	397.648	400.758	399.241	393.777	398.656	395.459	393.52	394.781	397.775	392.436	390.393	391.536	390.259	386.452	386.419	386.856	386.956	387.43	379.164	383.576	376.285	369.058	374.614	375.07	374.909	358.833	352.679	297.038	290.331	281.248	283.004	283.922	283.758	273.813	281.659	277.473	283.301	283.734	284.363	281.138	281.245	278.787	275.117	275.464	270.479	269.48	267.366	266.828	251.015	252.322	246.71	213.303	211.426	208.21	201.804	202.534	201.243	177.039	173.211	112.677	116.255	81.336	75.6001	44.5238	35.8847	64.3507	209.765	209.135	208.31	244.689	241.787	281.51	285.945	293.439	295.16	316.11	334.319	335.013	341.223	349.951	368.88	374.241	375.877	382.959	377.241	380.9	380.782	386.303	400.036	402.089	395.077	402.385	403.682	402.128	404.637	395.305	423.373	427.059	431.038	475.804	463.43	474.881	476.406	481.385	477.916	0.9904546
129800	-6003.553	-4538.341	-1465.211	0.0006520071	0.0006366995	0.1761537	0.001426954	8	627.0642	0.1767904	470.479	415.09	412.66	413.45	409.43	399.752	396.795	393.599	394.914	395.618	393.031	398.822	397.797	391.235	392.89	392.475	389.156	385.547	387.642	386.855	388.755	385.431	380.353	371.842	373.77	372.076	370.107	369.777	374.832	354.799	350.55	301.55	291.06	281.245	283.012	282.545	283.849	275.95	280.778	283.609	283.771	284.455	283.611	282.334	281.436	282.987	275.772	275.443	265.941	268.408	267.268	266.857	247.971	249.29	248.106	214.161	208.285	212.64	201.278	203.829	206.743	175.75	177.71	116.604	115.107	80.8542	77.3546	38.3929	36.3645	64.8558	209.209	208.32	211.459	243.253	239.072	281.231	288.275	295.819	290.217	313.477	334.122	335.148	331.311	350.572	371.608	373.998	373.798	379.261	377.037	384.025	378.741	388.584	401.811	400.085	404.272	403.448	399.442	404.506	408.034	393.595	424.489	433.281	432.335	475.804	472.308	475.543	476.406	479.253	481.252	0.9963986
129900	-6028.964	-4563.037	-1465.928	0.0005771321	0.002146835	0.1502956	0.001236708	10	624.8977	0.1524425	478.351	413.122	412.905	413.973	403.161	399.898	396.795	393.736	396.248	398.85	397.353	394.975	397.266	393.081	391.598	390.367	391.066	389.043	387.168	385.86	385.858	386.972	380.353	379.942	376.202	374.663	369.247	375.095	373.658	354.253	352.525	307.617	291.686	280.996	283.454	283.115	283.305	283.262	281.954	282.583	284.125	284.513	284.086	282.168	280.906	278.443	273.931	273.833	267.804	266.911	267.271	266.655	245.951	248.539	250.122	213.325	212.824	209.096	201.594	201.995	201.117	191.842	174.204	111.386	112.836	88.1055	76.0124	36.8205	32.508	64.8558	209.553	213.151	211.392	244.881	242.236	284.47	282.485	296.877	285.866	316.19	333.689	333.956	336.491	352.153	371.29	374.89	376.438	379.718	384.354	377.889	377.302	387.558	400.053	399.872	389.263	397.332	403.379	401.747	403.082	400.455	419.432	431.278	429.91	475.805	463.476	476.184	476.794	479.69	486.697	0.9859171
130000	-6015.701	-4563.834	-1451.868	0.0006923829	0.002010333	0.1597029	0.001380014	8	627.9386	0.1617133	476.757	414.748	415.155	413.53	403.105	404.405	396.705	396.925	398.188	398.155	396.106	396.704	398.807	389.63	390.001	391.768	391.694	387.982	388.214	388.72	388.233	387.58	378.017	378.286	376.286	369.601	370.931	371.99	373.721	358.891	351.123	310.748	290.96	280.881	283.036	284.685	283.937	273.618	284.001	280.097	282.109	283.343	283.779	281.682	280.859	277.947	275.144	275.734	267.299	266.131	267.54	266.982	245.42	247.017	249.318	213.3	211.801	210.967	202.635	202.098	202.366	191.476	177.075	111.105	113.373	83.4118	77.0775	48.9336	35.1427	64.3419	212.087	209.975	210.387	240.255	239.786	284.669	286.532	296.987	295.699	318.208	333.168	334.2	341.262	350.099	374.134	375.044	374.276	382.931	384.009	383.694	379.71	387.355	400.224	400.027	398.077	401.92	400.869	401.284	401.205	393.5	423.121	429.202	424.928	475.755	470.159	473.09	475.951	479.813	478.947	0.9875685
130100	-6020.676	-4566.795	-1453.881	0.0006510124	-0.0003874294	0.1825738	0.001514689	8	628.2408	0.1821864	463.445	411.664	413.294	412.964	398.203	403.606	394.363	395.406	394.396	394.334	395.392	396.771	398.523	392.965	390.322	389.822	391.596	388.918	388.58	388.382	387.548	388.63	383.269	369.795	376.005	369.497	374.332	370.446	372.724	354.198	350.385	304.683	292.118	282.855	283.131	281.386	284.128	274.087	281.02	280.674	283.284	283.104	284.748	281.921	282.433	278.035	275.144	275.835	270.612	252.928	267.483	266.783	254.63	253.576	251.707	214.332	208.106	211.659	205.181	202.715	205.686	175.296	175.523	111.258	115.823	87.6207	75.5104	45.2492	33.988	60.0052	212.427	212.399	209.565	238.877	242.736	284.426	279.947	296.987	290.439	317.1	331.942	335.449	333.75	349.994	375.084	369.554	374.803	379.751	378.894	379.869	384.725	386.155	401.587	403.992	400.175	398.065	402.805	402.825	408.488	393.5	423.235	426.148	430.674	473.272	465.58	475.433	474.78	479.119	477.078	1.002127
130200	-6006.266	-4550.226	-1456.039	0.0006385593	0.001995701	0.1298962	0.001799437	12	625.7637	0.1318919	471.91	413.792	417.341	414.859	391.155	399.906	395.551	395.824	397.504	398.142	395.576	395.582	398.89	391.052	393.197	392.605	390.411	385.558	389.036	386.021	385.389	387.111	379.747	367.938	375.826	371.819	374.983	370.691	368.668	355.936	351.127	308.035	290.481	282.222	283	282.731	283.613	278.294	284.384	283.859	280.901	283.376	284.468	282.966	281.179	278.323	274.643	275.854	270.702	260.816	267.326	266.833	255.23	247.728	248.711	213.374	212.026	210.873	205.646	201.273	201.557	175.296	176.416	115.973	113.63	80.5125	76.7417	42.4095	32.7591	62.232	208.912	211.71	210.729	240.751	242.736	281.877	287.508	296.306	288.319	317.1	332.376	335.935	335.841	350.039	369.638	373.546	375.505	377.534	378.894	381.074	385.025	388.378	401.167	401.496	400.175	400.964	403.307	404.582	402.583	394.696	419.583	425.505	432.848	473.67	466.31	475.971	473.888	481.431	484.191	0.9848687
